Gene,Count
NM_001370376,1
NM_001370392,1
NM_001370389,1
NM_001370391,1
NM_001370385,1
NM_001370379,1
NM_001370386,1
NM_001370399,1
NM_001370387,1
NM_001370374,1
NM_001370396,1
NM_001370388,1
NM_001370398,1
NM_001370382,1
NM_001370394,1
NM_001370381,1
NM_177990,5
NM_020341,5
NR_003591,1
NR_001533,1
NM_001321835,2
NM_001321836,2
NM_001321833,2
NM_001321834,2
NM_016207,2
NM_198560,1
NR_033399,1
NM_153210,2
NM_001267576,2
NR_168404,2
NR_168403,2
NM_005134,2
NR_052003,2
NM_001382562,2
NM_001042388,2
NM_001351678,2
NM_152476,2
NM_032315,1
NM_003390,1
NM_001143976,1
NR_153413,3
NR_001538,1
NR_003589,1
NM_003183,2
NM_001382777,2
NM_001382778,2
NR_027112,4
NM_001297714,2
NM_015055,2
NM_001220493,2
NM_001105571,2
NM_001008727,2
NM_001308269,2
NM_001009566,2
NM_001302883,2
NM_014944,2
NM_001198793,2
NM_001025930,2
NM_001366051,2
NR_037162,2
NM_001001290,4
NM_020041,4
NM_030962,7
NM_001134408,5
NM_000833,5
NM_001134407,5
NM_201433,4
NM_201432,4
NM_001130831,4
NM_003644,2
NM_006868,2
NM_001649,3
NR_147004,1
NR_120539,2
NM_001781,1
NR_038327,2
NR_038328,2
NM_001320664,1
NM_001320663,1
NM_020248,1
NM_001012329,1
NM_001199551,1
NM_022094,1
NM_001199623,1
NM_001199552,1
NM_001321144,1
NM_001321143,1
NM_001321142,1
NM_001378491,1
NM_012331,2
NM_001135670,2
NM_003574,1
NM_194434,1
NR_038329,1
NM_001570,1
NM_001258388,1
NR_047670,1
NR_047668,1
NR_047669,1
NM_001258389,1
NM_199133,1
NM_001135671,1
NM_001199729,1
NM_016511,1
NM_001297751,1
NM_001297748,1
NM_001297750,1
NM_001297749,1
NM_003802,1
NM_001318731,1
NM_001130823,1
NM_001318730,1
NM_001379,1
NM_001322908,1
NM_130811,1
NM_001322909,1
NM_003081,1
NM_001322906,1
NM_001322904,1
NM_001322907,1
NM_001322903,1
NM_001322905,1
NM_001322910,1
NM_001322902,1
NM_001365951,4
NM_183416,3
NM_015074,4
NM_001365952,4
NM_001365953,3
NR_164157,3
NM_014760,2
NM_001172632,2
NM_001172633,2
NM_002543,2
NR_125367,6
NM_002472,2
NR_024145,1
NR_004431,1
NR_024144,1
NR_073566,1
NR_073567,1
NR_073568,1
NR_026829,1
NM_001124,1
NM_001384894,1
NM_001079815,1
NM_001384898,1
NM_001384895,1
NM_001353564,5
NM_001001331,3
NM_001330611,3
NM_001683,3
NM_001363862,3
NM_001270661,1
NM_001270660,1
NM_005885,1
NR_103765,1
NM_031412,1
NM_001363598,1
NM_017533,1
NM_198544,2
NM_001270517,2
NM_199006,2
NM_199294,1
NM_001243768,2
NR_037187,2
NR_036462,1
NM_002149,2
NM_134421,2
NM_001258357,2
NM_052964,4
NR_104606,1
NR_147499,13
NM_178857,2
NR_120637,1
NM_001172431,2
NM_000480,2
NM_001025389,2
NM_001025390,2
NM_001172430,2
NR_045816,2
NM_001352120,2
NM_024997,2
NM_001256160,2
NR_045815,2
NR_147927,2
NM_001009608,4
NM_033290,13
NM_001098624,4
NM_033289,2
NM_001347733,2
NM_001193277,2
NM_000381,2
NM_001193279,2
NM_001193280,2
NM_001193278,2
NM_001258358,1
NM_001258359,1
NR_134289,1
NR_134290,1
NM_001326323,31
NM_001326321,31
NM_001326320,31
NM_001326319,31
NM_001326317,31
NM_001326318,31
NM_007065,1
NM_004565,2
NR_110597,1
NM_001164440,2
NM_145649,2
NM_001374747,2
NM_001491,2
NM_145655,2
NR_146188,2
NR_046374,2
NR_034094,2
NR_046375,2
NR_034093,2
NM_004589,2
NM_001206880,3
NM_001206881,3
NM_130385,3
NM_001100163,3
NM_001100167,3
NM_001098579,1
NM_001304448,1
NM_004394,6
NM_001291963,6
NM_001354357,1
NM_001145020,1
NR_148537,1
NR_148870,1
NR_026737,1
NR_148536,1
NM_001284356,1
NM_017884,1
NR_073458,3
NM_022068,23
NM_001378183,23
NM_005498,1
NM_001300887,1
NM_001079843,8
NM_017766,8
NM_024894,8
NM_001261394,8
NM_001261392,8
NR_048552,8
NR_146456,4
NM_001145056,4
NM_001165258,1
NM_016462,1
NM_144674,2
NM_001101387,1
NM_001286489,1
NM_001286488,1
NM_173683,11
NR_135121,1
NM_001319985,1
NR_135120,1
NM_001300739,1
NM_018048,1
NM_001242385,3
NR_134935,3
NR_134936,3
NM_001242957,3
NM_001377262,3
NM_005906,3
NM_014633,1
NM_001346279,1
NM_018423,3
NM_017620,2
NM_012218,2
NR_152730,1
NR_027102,1
NM_031209,1
NM_144583,1
NM_001039362,1
NM_014229,3
NM_001040274,2
NM_001326324,19
NM_001326325,19
NM_001326326,19
NM_001326327,19
NM_001326328,19
NR_120463,1
NM_001005362,1
NM_004945,1
NM_001190716,1
NM_001005360,1
NM_001005361,1
NM_001290224,3
NM_199260,3
NM_199261,3
NM_199259,3
NM_001282705,2
NM_001282704,1
NM_001282706,1
NM_001136482,2
NM_001332,37
NM_001288717,37
NR_109988,37
NM_001288716,23
NM_001288715,23
NM_001364128,23
NM_002489,1
NR_138154,5
NR_138153,5
NR_138152,5
NR_024411,2
NR_024410,2
NR_015413,2
NM_001286402,3
NM_000246,3
NM_001379332,3
NM_001286403,3
NM_001379331,3
NM_001379330,3
NR_104444,3
NM_001379333,3
NM_001379334,3
NM_017770,4
NM_199141,4
NM_001370088,4
NM_001370089,4
NR_037918,15
NM_001098538,1
NM_007244,1
NR_169270,6
NR_169269,6
NM_001170754,2
NM_001007157,9
NR_033436,9
NR_033435,9
NM_014660,9
NM_014015,2
NM_001321439,2
NM_024029,2
NM_001321440,2
NM_182481,5
NM_181704,5
NM_182484,5
NM_001348253,1
NM_001348251,1
NM_001348252,1
NM_001348250,1
NM_003042,1
NR_038964,1
NR_038963,1
NR_038962,1
NM_001326330,12
NM_001326329,12
NM_001326335,12
NM_001326334,12
NM_001326332,12
NM_001326331,12
NM_001326336,12
NM_001326337,12
NM_001025077,12
NM_001326333,12
NM_001326339,12
NM_001326338,12
NM_001326340,12
NM_001326343,12
NM_001326341,12
NM_001326342,12
NM_006561,12
NM_001326344,12
NM_001326345,12
NM_001291314,12
NM_001291315,12
NM_001243403,7
NM_015226,8
NM_001187,3
NM_001110213,1
NR_164683,6
NM_001128847,6
NM_003072,6
NM_001374457,6
NM_001128844,6
NM_001128849,6
NM_006610,3
NM_001316893,10
NM_001135575,4
NM_001128846,4
NM_001128845,4
NM_001128848,4
NM_207582,2
NM_002685,1
NM_001001998,1
NR_046108,1
NR_133575,6
NM_005333,1
NM_001171991,1
NM_001122608,1
NM_004958,5
NR_040080,1
NM_001098213,4
NM_001098212,4
NR_073131,5
NM_001142393,5
NR_026814,2
NM_001326349,5
NM_001326346,5
NM_001326348,5
NM_001326347,5
NM_001083591,5
NM_001025076,5
NM_001173462,8
NM_207386,8
NM_001173461,8
NM_001317033,1
NM_001317031,1
NM_182513,1
NM_001317032,1
NM_013427,11
NR_109776,11
NM_001287242,8
NM_013423,1
NM_006125,11
NM_001371321,1
NM_001371320,1
NM_182500,1
NM_001098211,3
NM_053279,4
NM_001379553,3
NM_001379562,3
NM_001379563,3
NM_001379552,3
NM_001379554,3
NM_001379555,3
NM_001379561,3
NM_001329451,3
NM_001136191,3
NM_001379557,3
NM_001379556,3
NM_015493,3
NM_001379560,3
NM_001379548,3
NM_001379558,3
NM_001379551,3
NM_001379549,3
NM_001379559,3
NM_001379550,3
NM_001282710,2
NM_152391,2
NM_001282712,2
NR_104231,2
NM_001282711,2
NM_000861,2
NM_001363464,9
NM_198516,9
NM_001321643,4
NM_004850,4
NM_001349238,7
NM_006395,7
NM_001349233,7
NM_001349237,7
NM_001349234,7
NM_001144912,7
NM_001349232,7
NM_001349235,7
NM_001349236,7
NM_001136031,7
NR_134909,1
NM_020812,1
NM_001367830,1
NM_005114,1
NM_001330465,1
NM_001715,1
NM_015204,18
NM_012466,2
NR_040035,1
NM_004283,1
NM_014688,3
NM_001080491,2
NM_001367912,2
NM_001370704,3
NM_001372,16
NM_001161616,1
NM_001035223,1
NM_020780,2
NR_047499,1
NM_001100829,1
NM_001308094,2
NM_001302453,1
NM_001302454,1
NM_145045,1
NM_001278277,1
NM_001278275,1
NM_001278278,1
NR_103490,1
NM_001278276,1
NM_198256,1
NM_212540,1
NM_001308093,1
NM_001374273,1
NM_001374274,1
NM_002052,1
NR_148969,1
NM_001420,1
NM_032281,1
NM_001304791,3
NM_183412,3
NM_001304790,3
NM_001014765,3
NM_001330355,3
NR_130909,3
NM_183413,3
NM_033182,3
NM_014668,5
NM_148903,3
NM_033090,4
NM_014667,5
NM_001284390,5
NM_032744,5
NM_001143948,5
NM_001384726,3
NM_147780,3
NM_001384727,3
NM_001384714,3
NM_001384728,3
NM_001384725,3
NM_001384723,3
NM_001384724,3
NM_147781,3
NM_147782,3
NM_147783,3
NM_001317237,3
NM_001908,3
NR_033890,2
NM_182978,14
NM_145295,3
NM_001290084,3
NM_001290085,3
NM_001290083,3
NM_018438,1
NM_001127325,1
NM_006341,1
NM_024693,4
NR_136672,8
NR_136674,8
NM_001303447,8
NM_001324024,8
NM_015914,8
NR_136673,8
NM_001324022,8
NM_001324025,8
NR_136671,8
NM_004662,8
NM_001261443,9
NM_001142339,9
NM_001369387,9
NR_028594,3
NM_001282174,3
NM_078629,3
NM_001193270,3
NM_006800,3
NM_001040196,1
NM_001040197,1
NM_001040194,1
NM_001040195,1
NM_020350,1
NM_012344,1
NR_110635,5
NM_001987,10
NM_001010881,3
NM_001349207,8
NM_001349208,8
NM_001261428,8
NR_158710,2
NR_158712,2
NR_135611,2
NR_135609,2
NM_001321295,2
NM_001321294,2
NM_001284401,2
NR_135610,2
NM_138807,2
NR_104314,2
NR_158714,2
NR_158711,2
NM_001297610,1
NM_017507,1
NM_001080493,1
NR_046428,1
NM_001256959,1
NM_001286,1
NM_001261427,5
NR_158713,1
NR_158715,1
NM_001366031,1
NM_153256,3
NM_001372100,5
NM_001372093,5
NM_001282659,5
NM_001372095,5
NM_001372098,5
NM_001330208,5
NM_001372103,5
NM_001372101,5
NM_001372094,5
NM_001372096,5
NM_017944,5
NM_001372091,5
NM_001372099,5
NM_001372092,5
NM_001372102,5
NM_001372097,5
NM_014153,1
NM_001303282,1
NM_001303281,1
NM_144680,1
NM_001261444,1
NR_040243,3
NR_040242,3
NR_040241,3
NM_001319154,3
NM_001242904,3
NM_001330563,3
NM_023075,3
NM_152355,1
NM_001282552,3
NM_181443,3
NM_001282550,3
NM_001368395,26
NM_001368398,26
NR_037806,2
NM_006172,2
NR_146080,4
NM_001349200,4
NM_001349199,4
NM_001349201,4
NM_001349202,4
NM_001349204,4
NM_145693,4
NM_001349203,4
NM_001349206,4
NM_001349205,4
NR_038222,2
NM_001282551,2
NM_001282554,2
NM_014962,2
NM_015659,1
NM_001281435,3
NM_003010,3
NM_152357,2
NM_000302,1
NM_001316320,1
NR_027425,1
NM_080599,4
NM_015542,4
NM_001330220,1
NM_013253,1
NM_015881,1
NM_001018057,1
NM_001130007,1
NM_001130006,1
NM_002094,1
NM_014214,1
NM_021915,1
NM_001321163,1
NM_001364730,1
NM_001364731,1
NM_001127660,2
NM_014874,2
NM_003178,6
NM_133625,6
NM_002114,5
NR_135109,3
NM_032167,16
NM_001376490,5
NM_001367172,1
NM_001367173,1
NM_001367174,1
NM_001012753,1
NM_001243,2
NM_001281430,2
NM_018706,2
NR_134929,2
NR_134928,2
NR_134927,1
NM_001080411,2
NM_001308357,2
NM_001308351,2
NM_001308355,2
NM_001308348,2
NM_001308346,2
NM_001368402,17
NM_001282668,2
NM_001346294,6
NM_014632,6
NM_001346295,6
NR_144415,6
NR_144416,6
NM_001346296,6
NR_144417,6
NR_144418,6
NM_001346292,6
NM_001346298,6
NM_001346297,6
NM_001346299,6
NM_001282663,6
NR_144419,6
NR_144420,6
NM_001346293,6
NR_110196,14
NR_110197,5
NR_110198,1
NM_001142627,1
NR_024576,1
NR_024577,1
NM_001321647,3
NM_001321648,3
NM_014142,3
NM_001282665,5
NM_001282664,5
NM_001282667,5
NM_001282666,5
NM_001370268,3
NM_001370269,3
NR_049896,1
NM_001348163,1
NM_001348164,1
NM_001348165,1
NM_001368399,15
NM_014728,15
NM_001368397,15
NM_001368401,15
NM_001368396,15
NM_001066,4
NR_125910,2
NR_026789,4
NM_138723,2
NM_138722,2
NM_030766,2
NM_018374,2
NM_001134232,2
NR_024044,2
NM_006023,2
NR_037802,2
NR_134607,1
NM_001318383,1
NM_001279,1
NM_015378,1
NM_018156,1
NM_001145394,1
NM_001321277,1
NM_001145393,1
NR_135607,1
NM_001321278,1
NM_025265,1
NM_001145392,1
NM_001321279,1
NR_136261,1
NR_136262,1
NM_153498,12
NM_020397,12
NM_001351032,12
NM_018222,1
NM_001300742,2
NM_001330356,2
NM_058169,2
NR_034144,1
NR_034145,1
NM_001128626,6
NM_020148,6
NM_001128627,6
NM_001368400,10
NR_033383,11
NR_138255,1
NM_001329976,1
NR_138256,1
NM_152271,1
NM_153604,6
NM_001378306,6
NM_001146312,6
NR_104605,1
NM_152601,1
NM_004753,6
NM_001319225,6
NM_001324370,4
NR_148940,7
NR_148941,7
NM_001354691,7
NM_002880,7
NM_001354693,7
NM_001354694,7
NM_001354689,7
NR_148942,7
NM_001354695,7
NM_001354692,7
NM_001354690,7
NR_156701,7
NM_001112706,7
NR_152742,5
NR_015383,5
NM_030640,7
NM_033128,5
NM_144976,3
NR_106788,1
NR_102423,2
NR_104607,2
NM_147163,3
NR_073537,3
NM_024899,2
NM_001271989,2
NM_000550,1
NM_014859,4
NM_001321167,4
NM_001321164,4
NM_001321168,4
NM_001321166,4
NR_135569,4
NM_020714,1
NM_001242648,3
NM_030948,3
NM_001322308,3
NM_001374581,3
NM_001374582,3
NM_001374584,3
NM_001322309,3
NM_001322310,3
NR_125775,3
NM_021961,3
NM_153358,1
NM_001103170,1
NR_111984,1
NM_018306,2
NM_001284408,2
NM_001284407,2
NM_001284406,2
NM_203403,2
NM_001310,2
NM_001099455,2
NM_018340,2
NM_001173498,1
NM_000528,1
NM_001207013,1
NM_080422,1
NM_080423,1
NR_161468,1
NR_038192,1
NM_013406,1
NM_001930,1
NM_001369693,1
NM_001369691,1
NR_161469,1
NM_001369692,1
NR_161467,1
NM_001206974,1
NM_001010847,1
NR_121681,3
NM_001369,4
NM_018027,15
NM_001318336,5
NM_001318337,5
NR_149108,2
NM_000834,5
NR_073206,4
NM_001271539,4
NM_025229,4
NR_073207,4
NM_001363752,4
NM_001318729,4
NM_005278,1
NM_001001996,1
NM_001001994,4
NM_001001995,1
NM_001320561,1
NM_001320567,1
NM_001320564,1
NM_001320565,1
NM_001320566,1
NM_198389,2
NM_006474,2
NM_001385053,2
NM_001006625,2
NM_001006624,2
NM_001165034,2
NM_001165032,2
NM_152737,2
NM_001165033,2
NR_038194,2
NR_003261,1
NM_001367834,2
NM_023072,2
NM_001163148,2
NM_001163149,2
NM_001370555,2
NR_120445,2
NM_001163147,2
NM_001370556,2
NM_004956,2
NM_001163152,2
NM_001163150,2
NM_001163151,2
NR_049718,1
NR_002223,1
NM_139167,32
NM_001322881,32
NM_001322880,32
NM_001322879,32
NM_006108,10
NM_001303,1
NM_001345844,1
NM_001345848,1
NM_001345843,1
NM_001345847,1
NM_024323,1
NM_001345846,1
NM_001351661,64
NM_001351663,64
NM_080676,64
NM_001135610,2
NM_012231,2
NR_033931,1
NM_001190738,12
NM_005596,9
NM_001282787,4
NM_001369459,21
NM_001369458,21
NM_001369468,21
NM_001369462,21
NM_001369460,10
NM_001369472,10
NM_001369473,10
NR_161383,10
NM_001369470,10
NM_001369478,10
NM_001369466,10
NM_001369463,10
NM_001369469,9
NR_161382,9
NM_001369475,9
NM_001190737,9
NM_001369461,9
NM_001369471,9
NM_001369464,9
NM_001369477,9
NM_001369465,9
NM_001369476,9
NM_001369474,9
NM_001369467,9
NR_161384,9
NM_001369479,9
NM_001369480,9
NR_161385,4
NR_134578,10
NM_144636,2
NM_001098502,2
NM_007118,19
NR_134469,19
NM_004843,2
NM_001354730,2
NM_001354726,2
NM_001354729,2
NR_148950,2
NR_148951,2
NM_001354727,2
NM_004628,2
NM_001350722,27
NM_001350717,27
NM_001350711,27
NM_001350707,27
NM_001350720,25
NM_001350708,25
NM_001350715,25
NM_001350705,25
NM_001350712,25
NM_001350718,25
NM_001350706,25
NM_001350724,25
NM_001350723,25
NM_001350719,25
NM_001350709,25
NM_001350716,25
NM_001350721,25
NM_001350714,25
NM_001365420,4
NM_014048,6
NM_001308142,6
NM_001365412,6
NM_001365417,4
NM_001365418,4
NM_001365419,4
NM_001365421,4
NR_130138,4
NM_006041,4
NR_040113,2
NM_002730,2
NM_207518,2
NM_001304349,2
NR_026880,1
NM_014463,2
NM_145695,22
NM_018154,2
NR_108097,1
NR_108096,1
NM_001365413,2
NM_001365414,2
NM_001365411,2
NM_001365416,2
NM_001365415,2
NR_045214,1
NM_014921,1
NM_001008701,1
NM_001177314,1
NM_001102669,1
NM_001177315,1
NM_012250,1
NR_103814,11
NR_110135,1
NR_134908,4
NR_026916,7
NM_003043,7
NM_001134367,7
NR_103507,7
NM_001134368,5
NR_134916,1
NR_126435,13
NR_024076,5
NM_001144062,4
NM_016451,4
NM_001144061,4
NM_001784,2
NM_001025160,2
NM_078481,2
NM_019018,1
NM_001282695,5
NM_031453,5
NM_001282697,1
NM_001282696,1
NM_001320735,1
NM_001282700,1
NM_001320737,1
NM_001282699,1
NM_001282703,1
NM_001282701,1
NM_001282698,1
NM_001282702,1
NM_001320736,1
NM_148976,2
NM_018179,1
NM_001286514,1
NM_001286515,1
NM_181352,1
NM_002582,2
NM_001242992,2
NM_001134477,2
NM_202494,1
NM_202469,1
NM_202468,1
NM_005716,1
NM_202470,1
NR_104193,1
NM_001118885,2
NM_001171942,2
NM_002063,2
NM_001118886,2
NM_001354122,1
NM_001354121,1
NM_001354129,1
NM_001354130,1
NM_001354119,1
NR_148717,1
NM_001354123,1
NM_001354120,1
NR_148716,1
NM_001354125,1
NM_001354118,1
NM_001354128,1
NM_001354126,1
NR_148715,1
NR_148714,1
NM_178566,1
NM_001354127,1
NM_001354124,1
NR_148718,1
NM_024829,1
NM_001321170,1
NR_038103,1
NR_038104,1
NM_138501,1
NM_032137,3
NM_001184957,3
NM_001184958,3
NM_054027,5
NM_144966,6
NR_163238,6
NM_001379081,6
NR_163239,6
NM_001370061,2
NM_001177704,2
NR_163242,2
NM_001370058,2
NM_001363569,6
NM_001363570,6
NM_000922,6
NR_120465,2
NM_001367607,5
NR_160272,3
NM_001289158,2
NM_001289159,2
NM_032571,2
NM_004963,4
NR_133651,2
NM_003561,2
NR_144632,1
NR_001545,1
NM_001300912,1
NM_004654,4
NR_135245,1
NR_163240,2
NM_001370065,2
NM_001370063,2
NR_163241,2
NM_001370060,2
NM_001277323,1
NM_001277324,1
NM_013447,2
NM_001271052,2
NM_152536,2
NM_001320276,2
NM_016299,1
NM_001378785,1
NM_001378790,1
NR_037841,1
NR_110318,1
NM_001018113,1
NM_152633,1
NM_001324162,1
NM_201628,15
NM_001370230,13
NM_015209,13
NR_038857,2
NM_001350965,2
NM_001350966,2
NM_001350967,2
NR_146960,2
NR_146962,2
NM_001033857,2
NR_146961,2
NM_001289077,2
NM_001033855,2
NR_110297,2
NM_001289076,2
NM_001289078,2
NM_001033858,2
NM_022487,2
NM_001289079,2
NM_175874,1
NM_014287,2
NR_104164,1
NR_110783,1
NM_021071,1
NM_174981,1
NM_022340,2
NM_001302378,2
NR_125911,13
NM_001039702,2
NM_018324,2
NR_144471,2
NM_001175,2
NM_001321420,2
NM_001321421,2
NM_001285447,2
NM_001285448,2
NM_001324020,8
NM_001324021,8
NM_001285449,8
NM_015027,2
NM_001324019,2
NM_001285444,2
NM_001285445,2
NM_001285450,2
NR_073589,2
NR_146657,2
NR_146656,2
NR_146655,2
NM_001308295,3
NM_004808,3
NM_001031853,7
NM_001042536,7
NM_001270767,1
NM_001270766,1
NM_173474,1
NM_001281455,2
NR_104018,2
NR_104017,2
NM_000304,2
NM_001281456,2
NM_153321,2
NM_153322,2
NM_001330143,2
NM_001301064,1
NM_018427,1
NM_012114,1
NR_109944,5
NM_001168342,5
NM_001168339,5
NM_152574,5
NM_001168341,5
NM_001168340,5
NR_036506,1
NM_001278316,5
NM_001278315,5
NM_001278314,5
NM_001278313,5
NR_125434,1
NM_001351664,28
NM_001033087,28
NR_027927,4
NR_123721,2
NR_123722,2
NM_031898,4
NM_033025,1
NM_001300910,1
NR_026755,1
NM_006844,2
NM_001370229,2
NM_001018000,2
NM_001370231,2
NM_001018001,2
NM_001017999,2
NM_015909,16
NR_052013,16
NM_001018009,2
NM_004844,2
NM_004973,7
NM_001267040,7
NM_001004320,13
NM_001010924,2
NM_032918,2
NM_001190726,2
NR_027417,1
NR_027270,2
NM_001201583,1
NM_080873,1
NM_001012428,1
NM_001135170,3
NM_001204478,4
NR_037924,4
NM_001204477,1
NM_001379291,3
NM_058243,1
NR_033835,1
NR_033836,1
NM_020473,1
NM_002641,1
NM_001135171,2
NM_178234,11
NM_006765,11
NM_001356429,11
NM_145301,3
NM_001379292,2
NM_001330384,2
NR_037859,3
NM_003662,3
NM_001018109,3
NR_047617,11
NR_047618,11
NR_047620,11
NR_047619,11
NR_047621,11
NR_047622,11
NR_047623,11
NR_047643,11
NR_047625,11
NR_047626,11
NR_047627,11
NM_001258261,11
NR_047612,11
NR_047628,11
NM_001258249,11
NR_047637,11
NR_047600,11
NM_001258257,11
NM_001258266,11
NM_001258268,11
NM_001258267,11
NR_047615,11
NR_047635,11
NR_047634,11
NR_047633,11
NR_047632,11
NR_047611,11
NM_001258250,11
NM_001258253,11
NM_001258256,11
NM_001258255,11
NR_047631,11
NM_001258262,11
NM_001258251,11
NR_047647,11
NR_047646,11
NR_047645,11
NR_047644,11
NM_007125,11
NR_047601,11
NR_047610,11
NR_047604,11
NR_047616,11
NR_047629,11
NR_047630,11
NR_047603,11
NR_047614,11
NR_047636,11
NM_001258265,11
NM_001258260,11
NM_001258254,11
NR_047613,11
NR_047609,11
NR_047639,11
NR_047599,11
NR_047598,11
NR_047608,11
NM_001258252,11
NR_047607,11
NR_047605,11
NM_001258270,11
NR_047597,11
NR_047596,11
NR_047606,11
NM_001258258,11
NM_001258264,11
NR_047638,11
NM_001258259,11
NR_047624,11
NR_047642,11
NR_047641,11
NR_047640,11
NM_001258263,11
NM_001258269,11
NR_047602,11
NM_182659,11
NM_001039697,2
NR_161440,2
NM_001369648,2
NR_161450,2
NR_161438,2
NR_161444,2
NR_161437,2
NR_161439,2
NM_001369651,2
NR_161434,2
NR_161443,2
NR_161435,2
NR_161447,2
NR_161433,2
NM_001369649,2
NR_161442,2
NR_161436,2
NR_161448,2
NM_001369647,2
NR_161449,2
NR_161446,2
NM_001369650,2
NR_161445,2
NR_161441,2
NR_027136,1
NM_001135036,1
NM_182660,9
NM_001136217,3
NM_001136216,3
NR_135082,3
NM_001136218,3
NM_001319665,3
NM_018022,3
NM_080539,5
NM_005677,5
NM_080538,3
NM_001080522,8
NM_001378615,8
NM_001378617,8
NM_012304,17
NM_001278317,17
NM_002848,12
NM_030667,12
NM_001282540,2
NM_006382,2
NM_001291478,3
NR_111971,3
NM_014371,3
NM_198996,7
NM_001379566,7
NM_001303000,7
NM_001302998,7
NM_001379565,7
NM_001303001,7
NM_001302999,7
NM_001271667,6
NM_001271669,6
NM_001271668,6
NM_032122,6
NM_183040,6
NR_036448,6
NM_203281,4
NM_001320866,4
NM_001348002,15
NM_173550,15
NM_001291494,9
NM_003638,9
NM_033201,7
NM_001348122,5
NM_001348124,5
NM_001348125,5
NM_001348126,5
NM_001348119,5
NM_001348121,5
NM_001348120,5
NM_006470,5
NM_001371589,2
NM_021241,2
NM_001721,3
NM_001355547,13
NM_022904,1
NM_001348028,1
NM_001348027,1
NM_052929,5
NR_169502,5
NR_169503,4
NR_169504,1
NR_169505,1
NR_169506,1
NM_001363546,1
NM_052890,1
NM_021804,1
NM_001371415,1
NM_001281723,2
NM_001370752,4
NM_001370753,4
NM_001281724,2
NM_001370658,2
NM_001281726,2
NM_001323582,2
NM_001281725,2
NM_005924,3
NR_169508,3
NR_169509,3
NR_169507,3
NM_001142469,2
NM_020665,2
NM_030671,2
NM_030669,2
NM_030670,2
NM_030668,2
NM_001184999,2
NM_014647,2
NM_001184998,2
NR_026551,1
NR_160541,1
NR_160544,2
NR_160545,2
NR_160543,1
NR_160542,1
NM_015199,3
NM_001349279,3
NM_001195098,2
NR_146111,2
NM_001349280,2
NM_001349283,2
NM_001349282,2
NM_001349277,2
NM_001349281,2
NR_146112,2
NM_001349278,2
NM_001195099,1
NM_004334,1
NR_110094,1
NM_007253,1
NM_032996,1
NR_102733,1
NR_102732,1
NM_001278054,1
NM_001229,1
NR_132660,1
NM_001775,1
NM_001318330,2
NM_024948,2
NM_004447,5
NM_001143979,1
NM_017668,1
NM_001040114,6
NM_022844,6
NM_001040113,6
NM_002474,6
NM_005089,1
NM_001287811,1
NM_015291,1
NR_109898,1
NM_001042698,1
NM_001042697,1
NR_033864,1
NR_130924,5
NR_130925,1
NM_001256370,5
NM_001286523,2
NM_022136,2
NM_001271420,2
NM_017775,2
NM_006311,5
NM_001190440,5
NM_032341,1
NR_015379,1
NM_015164,1
NM_001145848,3
NM_006017,3
NM_001145852,3
NM_001145847,3
NM_001145850,3
NM_001371407,3
NM_001371406,3
NM_001371408,3
NM_001145849,3
NM_001145851,3
NM_138716,1
NM_138715,1
NM_002445,1
NM_001367872,27
NM_033326,13
NM_001145811,13
NM_001145819,13
NM_017508,13
NM_001367873,11
NM_007178,1
NM_004996,7
NM_001190438,3
NM_001013641,1
NR_149050,2
NR_125783,2
NM_001102562,5
NM_001300779,6
NM_015954,6
NM_013262,3
NR_160656,10
NM_001368197,10
NM_001101417,10
NM_001101426,10
NM_004278,4
NR_026828,2
NR_024335,1
NR_110321,1
NM_005314,1
NM_015001,2
NM_153365,1
NR_149044,1
NM_001367836,1
NM_001145160,1
NR_122113,1
NM_001319051,1
NM_054110,1
NR_027696,1
NR_027697,1
NM_006877,2
NM_001364979,1
NM_001171,3
NR_147784,3
NM_001351800,3
NM_005370,1
NR_146322,2
NM_001324137,1
NM_001242884,1
NM_001287603,1
NM_001287604,1
NM_001324138,1
NM_003443,1
NR_038946,2
NR_038947,2
NM_001300922,1
NM_054113,1
NM_001199865,7
NM_024704,7
NM_001136213,1
NR_148218,2
NM_001352981,2
NM_001352977,2
NR_148217,2
NR_148219,2
NM_001352980,2
NM_001330670,2
NM_001352982,3
NM_001330671,3
NR_148220,3
NM_001352983,3
NM_001352978,3
NM_138381,2
NM_000332,18
NM_001128164,18
NM_001357857,18
NM_001004067,2
NM_016113,1
NM_032493,1
NM_001130524,1
NM_003489,3
NM_000085,1
NM_001165945,1
NM_015150,4
NR_104625,2
NM_001170798,2
NM_207387,1
NM_001113567,1
NM_001199866,4
NM_182623,1
NM_001304435,19
NM_001290,19
NM_001304434,19
NM_001130834,19
NM_001034850,10
NM_017637,19
NM_001317940,19
NM_001317939,19
NM_001261838,2
NM_001261836,2
NM_001261837,2
NM_030664,2
NM_001001484,2
NM_001267598,1
NR_047665,6
NM_001258374,6
NM_001258375,6
NM_021235,6
NR_047666,6
NM_001258376,6
NM_153213,1
NM_020787,1
NM_030907,4
NM_001010908,4
NM_018994,7
NM_001195280,4
NM_145046,3
NM_001382000,6
NM_014695,6
NR_130142,6
NR_167766,6
NM_032207,1
NM_001288834,1
NM_019857,5
NM_175859,5
NM_001144002,5
NM_012334,11
NM_020319,3
